,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,label
6564,37,Private,95336,10th,6,Single,Machine inspectors,Not in family,White,Male,0,0,65,United States,<=50K
6565,63,Private,346975,Bachelors,13,Married civilian,Professional,Wife,White,Female,7688,0,36,United States,>50K
6566,33,Private,227282,High school graduate,9,Married civilian,Transport,Husband,White,Male,0,0,60,United States,<=50K
6567,19,Private,138153,College,10,Single,Administrative,Child,White,Female,0,0,10,United States,<=50K
6568,57,Local government,174132,Masters,14,Married civilian,Professional,Wife,Black,Female,0,1977,40,United States,>50K
6569,31,Private,182237,Associate academic,12,Married civilian,Sales,Husband,White,Male,4386,0,45,United States,>50K
6570,58,Local government,217775,High school graduate,9,Married civilian,Managerial,Husband,White,Male,7298,0,40,United States,>50K
6571,25,Private,394503,College,10,Married civilian,Sales,Husband,White,Male,0,0,40,United States,<=50K
6572,40,Private,141657,High school graduate,9,Divorced,Administrative,Single,White,Female,0,0,40,United States,<=50K
6573,18,Private,125441,11th,7,Single,Service,Child,White,Male,1055,0,20,United States,<=50K
6574,26,Private,172230,High school graduate,9,Single,Administrative,Not in family,White,Male,0,0,40,United States,<=50K
6575,29,Private,282944,Doctorate,16,Married civilian,Professional,Husband,White,Male,0,0,50,United States,>50K
6576,45,Local government,55377,Bachelors,13,Married civilian,Professional,Husband,Black,Male,0,0,40,United States,<=50K
6577,35,State government,49352,College,10,Single,Administrative,Child,White,Female,0,0,38,United States,<=50K
6578,32,Private,213887,College,10,Divorced,Machine inspectors,Single,White,Male,0,0,45,United States,<=50K
6579,61,Self employed,24046,High school graduate,9,Widowed,Service,Relative,White,Female,0,0,40,United States,<=50K
6580,26,State government,208122,Bachelors,13,Single,Professional,Not in family,White,Male,0,0,15,United States,<=50K
6581,56,Private,176118,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,3103,0,40,United States,>50K
6582,22,Private,227994,College,10,Married spouse absent,Administrative,Child,Asian-Pac-Islander,Female,0,0,39,United States,<=50K
6583,49,Private,215389,Bachelors,13,Married civilian,Machine inspectors,Husband,Black,Male,0,0,48,United States,<=50K
6584,40,Private,99434,High school graduate,9,Married civilian,Service,Wife,White,Female,0,0,12,United States,<=50K
6585,37,Private,190964,High school graduate,9,Separated,Managerial,Child,White,Male,0,0,40,United States,<=50K
6586,28,Private,259840,Bachelors,13,Married civilian,Sales,Husband,White,Male,0,0,60,United States,>50K
6587,27,Private,168827,High school graduate,9,Married civilian,Machine inspectors,Husband,White,Male,0,0,40,United States,<=50K
6588,34,Self employed,28984,Associate vocational,11,Divorced,Sales,Single,White,Female,0,0,40,United States,<=50K
6589,49,Private,182211,9th,5,Married civilian,Handlers,Husband,White,Male,0,0,45,United States,<=50K
6590,41,Private,82393,College,10,Single,Craft and repair,Child,Asian-Pac-Islander,Male,0,0,40,United States,<=50K
6591,28,Private,183639,Bachelors,13,Single,Administrative,Not in family,White,Male,0,0,21,United States,<=50K
6592,38,Private,342448,College,10,Married civilian,Managerial,Husband,White,Male,0,0,55,United States,>50K
6593,47,State government,469907,Associate academic,12,Married civilian,Protective services,Husband,White,Male,0,1740,40,United States,<=50K
6594,28,Local government,211920,High school graduate,9,Married civilian,Protective services,Husband,White,Male,0,0,40,United States,<=50K
6595,44,State government,33658,Masters,14,Married civilian,Professional,Husband,White,Male,7688,0,50,United States,>50K
6596,41,Federal government,34178,Bachelors,13,Divorced,Professional,Not in family,White,Male,0,0,40,United States,<=50K
6597,50,Private,400630,Professional school degree,15,Married civilian,Professional,Husband,White,Male,0,0,36,United States,>50K
6598,73,Self employed,161251,High school graduate,9,Widowed,Craft and repair,Not in family,White,Male,0,0,24,United States,<=50K
6599,21,Private,255685,College,10,Single,Service,Child,Black,Male,0,0,40,Outlying-US(Guam-USVI-etc),<=50K
6600,38,Private,199256,High school graduate,9,Divorced,Administrative,Single,White,Female,0,0,40,United States,<=50K
6601,47,Private,221666,College,10,Divorced,Tech support,Single,White,Female,0,0,40,United States,<=50K
6602,52,Private,145409,College,10,Married civilian,Transport,Husband,White,Male,15024,0,60,Canada,>50K
6603,24,Private,39615,Bachelors,13,Single,Sales,Not in family,White,Male,0,0,45,United States,<=50K
6604,44,Private,104440,Bachelors,13,Married civilian,Managerial,Husband,White,Male,0,0,40,United States,>50K
6605,27,Private,151382,7th-8th,4,Divorced,Machine inspectors,Single,White,Male,0,974,40,United States,<=50K
6606,61,Self employed,503675,College,10,Married civilian,Sales,Husband,Black,Male,0,0,60,United States,>50K
6607,58,Private,306233,Bachelors,13,Married civilian,Sales,Husband,White,Male,15024,0,40,United States,>50K
6608,51,Private,216475,Bachelors,13,Single,Sales,Not in family,White,Female,0,1564,43,United States,>50K
6609,49,Private,50748,College,10,Divorced,Sales,Single,White,Female,0,0,55,England,<=50K
6610,23,Private,107190,College,10,Single,Administrative,Child,Black,Male,0,0,20,United States,<=50K
6611,19,Private,206874,Associate vocational,11,Single,Administrative,Child,Black,Female,0,0,40,United States,<=50K
6612,21,Private,83141,High school graduate,9,Single,Agricultural,Not in family,White,Male,0,0,53,United States,<=50K
6613,56,Private,444089,11th,7,Divorced,Sales,Not in family,White,Female,0,0,40,United States,<=50K
6614,35,Private,141896,12th,8,Married civilian,Craft and repair,Husband,White,Male,0,0,40,United States,<=50K
6615,37,Federal government,33487,College,10,Divorced,Tech support,Single,Amer-Indian-Eskimo,Female,0,0,20,United States,<=50K
6616,41,Private,65372,Doctorate,16,Divorced,Sales,Single,White,Female,0,0,50,United States,>50K
6617,30,Private,341346,11th,7,Married civilian,Sales,Husband,White,Male,0,0,40,United States,<=50K
6619,47,Private,287480,College,10,Married civilian,Craft and repair,Husband,White,Male,0,0,40,United States,<=50K
6620,59,Self employed,107287,10th,6,Widowed,Managerial,Single,White,Female,0,2559,50,United States,>50K
6621,55,Private,199067,11th,7,Married civilian,Machine inspectors,Husband,White,Male,0,0,32,United States,<=50K
6622,31,Private,159737,10th,6,Single,Administrative,Single,Black,Female,0,0,40,United States,<=50K
6623,30,Private,110643,Masters,14,Married civilian,Administrative,Husband,White,Male,4386,0,40,United States,>50K
6624,24,Private,117583,Bachelors,13,Single,Managerial,Child,White,Male,0,0,48,United States,<=50K
6625,49,Self employed,43479,College,10,Married civilian,Craft and repair,Husband,White,Male,0,0,40,United States,<=50K
6626,23,Private,203003,7th-8th,4,Single,Craft and repair,Not in family,White,Male,0,0,25,Germany,<=50K
6627,50,Private,133963,High school graduate,9,Divorced,Administrative,Single,White,Female,0,0,35,United States,<=50K
6628,38,Private,227794,Bachelors,13,Single,Administrative,Not in family,Black,Male,0,0,40,United States,<=50K
6630,49,Self employed,110457,College,10,Married civilian,Craft and repair,Husband,White,Male,0,0,50,United States,>50K
6632,46,Federal government,297906,Bachelors,13,Married civilian,Professional,Husband,Asian-Pac-Islander,Male,0,0,50,United States,>50K
6633,19,Private,151506,High school graduate,9,Single,Service,Child,White,Female,0,0,30,United States,<=50K
6634,31,Federal government,139455,Bachelors,13,Single,Managerial,Child,White,Female,0,0,40,Cuba,<=50K
6635,38,Private,26987,High school graduate,9,Divorced,Service,Single,White,Female,0,0,40,United States,<=50K
6636,56,Self employed,233312,Masters,14,Married civilian,Craft and repair,Husband,White,Male,0,0,50,United States,>50K
6637,24,Private,161092,Bachelors,13,Single,Managerial,Child,White,Male,0,0,40,United States,<=50K
6638,58,Local government,98361,High school graduate,9,Married civilian,Managerial,Husband,White,Male,0,0,50,United States,<=50K
6639,28,Private,188928,High school graduate,9,Married civilian,Service,Husband,White,Male,0,0,40,United States,<=50K
6640,22,Private,164922,High school graduate,9,Married civilian,Service,Husband,White,Male,0,0,40,United States,<=50K
6641,46,Private,185673,High school graduate,9,Divorced,Transport,Not in family,White,Male,0,0,40,United States,<=50K
6642,30,Private,193598,Preschool,1,Single,Agricultural,Not in family,White,Male,0,0,40,Mexico,<=50K
6643,56,Private,274111,Bachelors,13,Married civilian,Administrative,Husband,White,Male,0,0,45,United States,>50K
6645,56,Private,160932,High school graduate,9,Married civilian,Transport,Husband,White,Male,0,0,44,United States,>50K
6646,50,Private,44368,College,10,Married civilian,Managerial,Husband,White,Male,0,0,40,United States,<=50K
6647,30,Private,280927,Bachelors,13,Single,Administrative,Not in family,White,Female,0,0,40,United States,<=50K
6648,24,Private,222993,High school graduate,9,Single,Machine inspectors,Child,White,Male,0,0,40,United States,<=50K
6649,42,Federal government,25240,Associate vocational,11,Divorced,Professional,Single,Amer-Indian-Eskimo,Female,0,0,40,United States,<=50K
6650,31,Self employed,204052,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,0,0,40,United States,>50K
6652,46,Private,169042,10th,6,Single,Service,Not in family,White,Female,0,0,25,Ecuador,<=50K
6653,31,Private,104509,Bachelors,13,Single,Sales,Not in family,White,Female,0,0,65,United States,>50K
6654,38,Local government,185394,Bachelors,13,Married civilian,Professional,Wife,White,Female,7688,0,40,United States,>50K
6655,44,Local government,254146,Masters,14,Married civilian,Professional,Husband,White,Male,0,0,40,United States,>50K
6656,55,Self employed,227856,Bachelors,13,Married civilian,Managerial,Husband,White,Male,0,2415,50,United States,>50K
6657,19,Private,183041,High school graduate,9,Single,Service,Child,White,Male,0,0,20,United States,<=50K
6658,45,Private,107682,Masters,14,Divorced,Managerial,Not in family,White,Female,0,0,40,United States,>50K
6659,50,Self employed,287598,College,10,Married civilian,Craft and repair,Husband,White,Male,0,0,70,United States,<=50K
6660,53,Private,182186,9th,5,Married civilian,Service,Husband,White,Male,0,0,40,Dominican Republic,<=50K
6661,41,Self employed,194636,Bachelors,13,Married civilian,Sales,Husband,White,Male,99999,0,65,United States,>50K
6662,45,Private,112305,College,10,Divorced,Service,Single,Black,Female,0,0,40,United States,<=50K
6663,21,Private,212661,10th,6,Single,Administrative,Not in family,White,Female,0,0,39,United States,<=50K
6664,37,Private,32709,Bachelors,13,Married civilian,Tech support,Wife,White,Female,0,0,40,United States,>50K
6665,42,Federal government,46366,High school graduate,9,Separated,Administrative,Single,Black,Female,0,0,40,United States,<=50K
6666,37,Self employed,24106,High school graduate,9,Married civilian,Tech support,Husband,White,Male,0,0,30,United States,<=50K
6668,45,Self employed,40666,Associate vocational,11,Married civilian,Agricultural,Husband,White,Male,0,0,60,United States,<=50K
6669,32,Private,182975,College,10,Single,Tech support,Not in family,White,Female,0,0,20,United States,<=50K
6670,30,Private,345122,Professional school degree,15,Married civilian,Professional,Husband,White,Male,0,0,50,United States,<=50K
6671,37,Private,120045,High school graduate,9,Divorced,Machine inspectors,Not in family,White,Female,0,0,56,United States,<=50K
6672,32,Private,152940,College,10,Married civilian,Sales,Husband,White,Male,0,0,40,United States,>50K
6673,43,Private,243580,Bachelors,13,Married civilian,Professional,Husband,White,Male,0,0,40,United States,>50K
6674,46,Private,182128,Masters,14,Divorced,Professional,Single,White,Female,6497,0,50,United States,<=50K
6675,33,Private,101562,Masters,14,Single,Managerial,Not in family,White,Female,0,0,40,United States,<=50K
6676,48,Private,108699,High school graduate,9,Single,Administrative,Not in family,White,Female,0,0,40,United States,<=50K
6677,34,Private,175878,High school graduate,9,Married civilian,Sales,Husband,White,Female,0,0,40,United States,<=50K
6678,34,Local government,177675,College,10,Single,Protective services,Not in family,White,Male,0,0,50,United States,>50K
6679,33,Private,213887,High school graduate,9,Divorced,Agricultural,Not in family,White,Male,0,0,40,United States,<=50K
6680,36,Private,357619,Bachelors,13,Married civilian,Managerial,Wife,White,Female,0,0,60,Germany,<=50K
6681,23,Private,435835,High school graduate,9,Single,Sales,Not in family,White,Male,0,1669,55,United States,<=50K
6682,39,Private,165799,High school graduate,9,Married civilian,Managerial,Husband,White,Male,0,0,40,United States,<=50K
6683,22,Private,71469,Associate academic,12,Single,Sales,Child,White,Female,0,0,25,United States,<=50K
6684,19,Private,229745,High school graduate,9,Single,Agricultural,Child,White,Male,0,0,20,United States,<=50K
6685,47,Private,284916,High school graduate,9,Married civilian,Sales,Husband,White,Male,7298,0,45,United States,>50K
6686,46,Private,28419,Associate vocational,11,Single,Transport,Not in family,White,Male,0,0,50,United States,<=50K
6687,47,Private,26950,Masters,14,Divorced,Sales,Not in family,White,Female,0,0,6,United States,<=50K
6688,47,Self employed,107231,Doctorate,16,Married civilian,Professional,Husband,White,Male,0,0,35,United States,>50K
6689,52,Local government,512103,College,10,Divorced,Transport,Not in family,White,Female,0,0,40,United States,<=50K
6690,38,Self employed,245090,9th,5,Married civilian,Craft and repair,Husband,White,Male,0,0,40,Mexico,<=50K
6691,58,Private,314153,High school graduate,9,Married civilian,Sales,Husband,White,Male,0,0,40,United States,>50K
6692,32,Private,243988,5th-6th,3,Married civilian,Service,Husband,White,Male,0,0,40,Mexico,<=50K
6693,54,Self employed,82551,Associate vocational,11,Married civilian,Tech support,Relative,White,Female,0,0,10,United States,<=50K
6694,20,Private,42706,College,10,Single,Administrative,Not in family,White,Male,0,0,25,United States,<=50K
6695,25,Private,235795,Associate academic,12,Single,Sales,Not in family,White,Male,0,0,48,United States,<=50K
6696,25,Self employed,108001,9th,5,Single,Craft and repair,Not in family,White,Male,0,0,15,United States,<=50K
